"","image_path","xmin","ymin","xmax","ymax","label"
"2102","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429747.950725582,220713.980433994,429753.360450804,220718.617341326,"Tree"
"2103","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429769.396421995,220690.216283915,429777.124600883,220699.103689635,"Tree"
"2104","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429813.072293597,220625.976649177,429830.071661452,220643.617502611,"Tree"
"2105","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429833.279089349,220610.260252482,429843.863601409,220618.920307804,"Tree"
"2106","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429805.534838039,220638.485617976,429817.402321258,220652.598300723,"Tree"
"2107","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429800.242582009,220645.22121656,429811.789322439,220660.296127676,"Tree"
"2108","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429789.658069949,220662.060213019,429799.60109643,220673.927696239,"Tree"
"2109","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429797.035154112,220655.48498583,429805.695209434,220666.390240681,"Tree"
"2110","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429947.811801381,220467.519488213,429963.302490036,220481.959960689,"Tree"
"2111","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429998.160242024,220410.132376478,430007.404921812,220417.06588632,"Tree"
"2112","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430013.18284668,220395.687564309,430017.227394087,220403.776659124,"Tree"
"2113","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430022.427526468,220381.531648383,430030.516621283,220389.042950711,"Tree"
"2114","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",NA,NA,NA,NA,"Tree"
"2115","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430033.116687474,220365.06456251,430042.361367262,220379.509374679,"Tree"
"2116","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430060.561830596,220366.79793997,430069.806510384,220377.775997219,"Tree"
"2117","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430073.562161548,220332.130390764,430089.740351178,220347.730787907,"Tree"
"2118","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430052.472735781,220334.441560711,430069.806510384,220356.397675208,"Tree"
"2119","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430045.250329696,220349.175269123,430059.695141866,220363.620081293,"Tree"
"2120","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430062.584104299,220356.108778965,430078.184501442,220365.353458753,"Tree"
"2121","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430053.050528268,220361.020015102,430062.873000543,220370.842487378,"Tree"
"2122","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430018.671875304,220401.465489177,430026.760970119,220413.021338912,"Tree"
"2123","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430052.472735781,220381.24275214,430065.18417049,220393.954186849,"Tree"
"2124","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430042.361367262,220388.176261981,430056.806179432,220403.776659124,"Tree"
"2125","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430036.005649908,220395.687564309,430048.717084617,220411.865753939,"Tree"
"2126","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430030.22772504,220405.798932828,430041.783574776,220422.554914944,"Tree"
"2127","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430060.970446809,220326.077700025,430073.268529301,220335.580763769,"Tree"
"2128","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430067.119488055,220318.531149405,430085.007608043,220340.89129939,"Tree"
"2129","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430069.355503053,220309.028085661,430083.330596794,220318.531149405,"Tree"
"2130","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430081.374083671,220303.438048165,430097.58519241,220320.767164403,"Tree"
"2131","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430085.007608043,220316.854138156,430101.777720532,220333.065246895,"Tree"
"2132","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430078.299563048,220290.860463798,430095.628679286,220305.394561288,"Tree"
"2133","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430088.920634291,220280.239392555,430098.982701784,220294.214486296,"Tree"
"2134","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430090.560169184,220103.085072071,430098.846027839,220114.613223244,"Tree"
"2135","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430081.193546356,220093.718449243,430090.920423908,220107.047874037,"Tree"
"2136","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",430069.665395183,220086.873609484,430085.516603046,220100.923543726,"Tree"
"2137","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429965.535312817,219993.611779614,429970.233638258,220000.659267775,"Tree"
"2138","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429909.31895214,219943.690816392,429919.817930879,219958.126912157,"Tree"
"2139","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429863.714013245,219908.25676315,429872.24443347,219916.787183375,"Tree"
"2140","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",NA,NA,NA,NA,"Tree"
"2141","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429860.761175475,219918.427648803,429871.260154214,219928.27044137,"Tree"
"2142","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429873.556805813,219909.897228578,429882.087226038,219916.459090289,"Tree"
"2143","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429879.462481353,219913.178159433,429893.242390947,219923.020952001,"Tree"
"2144","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429872.24443347,219914.490531776,429883.39959838,219932.207558397,"Tree"
"2145","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429866.994944101,219926.958069028,429877.49392284,219937.457047766,"Tree"
"2146","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429864.042106331,219931.551372226,429869.947781871,219943.362723306,"Tree"
"2147","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429868.307316444,219934.504209996,429879.462481353,219945.659374905,"Tree"
"2148","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429863.714013245,219942.706537135,429870.275874957,219955.830260558,"Tree"
"2149","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429872.900619642,219947.956026504,429883.39959838,219955.830260558,"Tree"
"2150","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429881.431039867,219935.816582338,429890.617646263,219945.003188734,"Tree"
"2151","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429878.478202096,219926.958069028,429892.25811169,219937.457047766,"Tree"
"2152","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429886.024343065,219917.771462631,429896.523321803,219930.238999883,"Tree"
"2153","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429895.210949461,219927.286162113,429906.36611437,219937.785140852,"Tree"
"2154","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429904.397555857,219931.879465311,429914.896534595,219941.722257878,"Tree"
"2155","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429892.586204776,219936.800861595,429905.709928199,219948.612212676,"Tree"
"2156","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429888.320994664,219944.347002563,429902.100904258,219958.126912157,"Tree"
"2157","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429899.804252659,219947.299840333,429909.647045226,219957.1426329,"Tree"
"2158","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429895.867135632,219951.893143531,429905.053742028,219964.360680783,"Tree"
"2159","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429894.882856375,219960.751656842,429904.725648942,219969.938263238,"Tree"
"2160","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429880.44676061,219947.299840333,429892.25811169,219955.830260558,"Tree"
"2161","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429884.383877637,219955.502167473,429896.195228717,219966.001146211,"Tree"
"2162","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429875.525364326,219956.158353644,429886.680529236,219967.313518553,"Tree"
"2163","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429867.651130272,219953.861702045,429877.49392284,219967.641611639,"Tree"
"2164","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429870.275874957,219965.673053125,429880.774853695,219974.859659522,"Tree"
"2165","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429870.275874957,219968.29779781,429878.150109011,219984.702452089,"Tree"
"2166","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429884.383877637,219965.673053125,429894.226670204,219974.20347335,"Tree"
"2167","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429876.837736668,219972.234914837,429887.336715407,219982.077707404,"Tree"
"2168","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429863.216292229,219900.251716817,429873.540854596,219909.715898987,"Tree"
"2169","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429749.584121817,219840.639761665,429758.192835401,219848.493324936,"Tree"
"2170","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429673.681667519,219813.609446983,429680.081050868,219818.6375339,"Tree"
"2171","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429622.943699538,219863.661766748,429633.914070993,219876.003434635,"Tree"
"2172","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429573.348478583,219882.859916795,429585.23304766,219894.744485871,"Tree"
"2173","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429509.583194499,219897.487078735,429533.809431463,219922.17041451,"Tree"
"2174","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429540.208814812,219895.887232898,429554.378877942,219907.771801975,"Tree"
"2175","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429396.842694191,219906.933387204,429405.605452622,219916.113419846,"Tree"
"2176","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429407.587505124,219918.721383664,429415.515715132,219932.908706837,"Tree"
